library order	Biosample name	Vocabulary representative	DCC Experiment ID	DCC Library ID	DCC Biosample ID	Altius Aggregation ID	Altius Library ID	Altius Biosample ID	Replicate indicators	System	Subsystem	Organ	Biosample type	Biological state	Germ layer	Description 	Growth stage	Age	Sex	Ethnicity	Donor ID	Biosample protocol	Experiment protocol	Library kit method	Library cleanup	DNaseI units/mL	Amount Nucleic Acid (ng)	Nuclei count	Protease inhibitor	Library sequencing date	Reads used	DCC SPOT score	Per-biosample peaks	DHSs in Index
634	fKidney	Organ devel. / renal	ENCSR066WZJ	ENCLB334GBK	ENCBS444KCH	AG3941	LN26814E	DS23873E		Renal		Kidney	Primary	Primary	Mesoderm	fKidney	Fetal	80D	F		H25386	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	60	6.39	4980000	A+Sucrose	2013-06-20	245532664	0.5014	189521	188732
635	ACHN	Renal / cancer	ENCSR257BGZ	ENCLB237XJJ	ENCBS897ZFQ	AG3885	LN26820A	DS24471A	DS24547A	Renal		Kidney	Cancer	Cancer	Mesoderm	Human adherent renal cell adenocarcinoma	Adult	22Y	M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			20	3000000	Buffer A	2014-04-22	255416060	0.4612	142051	141732
636	NCI_H226		ENCSR265TEK	ENCLB438KFJ	ENCBS328RVB	AG3951	LN26826A	DS21935A	DS21975C	Epithelial		Pleura	Cancer	Cancer	Mesoderm	Lung mesothelioma (metastatic squamous cell carcinoma) epithelial cancer	Adult	U	M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			21.4	2000000	PBS+A	2014-04-21	257802049	0.5523	203458	203113
637	Karpas_422		ENCSR019JDO	ENCLB246IPC	ENCBS992KXS	AG3925	LN26836A	DS27648A	DS27641A	Hematopoietic	Lymphoid	Blood	Cancer	Cancer	Mesoderm	B cell non-hodgkin lymphoma	Adult	73Y	F			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			20	9290000	PBS+A	2014-04-22	235638902	0.4912	94715	94317
638	Karpas_422		ENCSR019JDO	ENCLB613MEH	ENCBS530UDH	AG3959	LN26838A	DS27641A	DS27648A	Hematopoietic	Lymphoid	Blood	Cancer	Cancer	Mesoderm	B cell non-hodgkin lymphoma	Adult	73Y	F			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			20	9140000	PBS+A	2014-04-22	472708075	0.5004	218631	217248
639	A673		ENCSR346JWH	ENCLB729MKU	ENCBS790NPQ	AG3906	LN26852A	DS27667A	DS27751A	Musculoskeletal		Bone	Cancer	Cancer	Mesoderm	Ewing's Sarcoma	Child	15Y	F			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			20	7760000	PBS+A	2014-04-23	351731877	0.3983	181185	180642
640	Oci_Ly_7		ENCSR489NAM	ENCLB763ZVD	ENCBS581USS	AG3961	LN26856A	DS27687A	DS29219C	Hematopoietic	Lymphoid	Blood	Cancer	Cancer	Mesoderm	B-cell Non-Hodgkin lymphoma	Adult	48Y	M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			20	6840000	PBS+A	2014-04-23	315855944	0.3231	89546	89128
641	A673		ENCSR346JWH	ENCLB408KJJ	ENCBS304EKV	AG3907	LN26874A	DS27751A	DS27667A	Musculoskeletal		Bone	Cancer	Cancer	Mesoderm	Ewing's Sarcoma	Child	15Y	F			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			20	6480000	PBS+A	2014-04-28	147942246	0.3967	121620	121282
642	fKidney	Organ devel. / renal	ENCSR097BWW	ENCLB896SWH	ENCBS191BKL	AG5524	LN26921A	DS24709A		Renal		Kidney	Primary	Primary	Mesoderm	Kidney	Fetal	59D	F		H25566	Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	Sucrose	60	17.8	4140000	A+Sucrose	2013-10-16	480655419	0.5335	278540	277682
643	renal_cell_carcinoma	Renal / cancer	ENCSR337IRF	ENCLB993FHL	ENCBS967MVM	AG3819	LN26937A	DS26693A	DS26692B	Renal		Kidney	Cancer	Cancer	Mesoderm	renal_cell_carcinoma, primary culture	Adult	81Y	F		HIM13 	Biosample protocol	Experiment protocol		Sucrose	100	30			2014-02-27	394620796	0.6081	261926	261532
644	fHeart	Cardiac	ENCSR664PKM	ENCLB434QXK	ENCBS910QFW	AG3958	LN26948A	DS24812A		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	Heart	Fetal	59D	U		H25615	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose		5.89	560000	A+Sucrose	2013-10-15	492718541	0.3958	200817	199314
645	fHeart	Cardiac	ENCSR664PKM	ENCLB417ZPE	ENCBS953MIB	AG3939	LN26949A	DS24799A		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	Heart	Fetal	76D	F		H25614	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose		5	3780000	A+Sucrose	2013-10-15	299057153	0.4393	168167	167474
646	renal_cell_carcinoma	Renal / cancer	ENCSR337IRF	ENCLB249NSX	ENCBS482LEL	AG6993	LN26972B	DS26692B	DS26693A	Renal		Kidney	Cancer	Cancer	Mesoderm	renal_cell_carcinoma, primary culture	Adult	81Y	F		HIM13 	Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	Sucrose	80	31			2014-02-27	52988782	0.6081	89787	89732
647	podocytes	Renal / cancer	ENCSR785BDQ	ENCLB955BJP	ENCBS117LCZ	AG6994	LN26974	DS26685		Renal		Kidney	Primary	Primary	Mesoderm	Glomerullar visceral epithelial cells	Child	3Y	M			Biosample protocol	Experiment protocol		Sucrose	100	72			2014-02-27	257372032	0.4679	167258	167067
648	fSpinal_cord		ENCSR910OQF	ENCLB532ZRI	ENCBS144CBA	AG3944	LN27029A	DS24886A		Nervous		Spinal Cord	Primary	Primary	Ectoderm	Spinal Cord	Fetal	72D	M		H25636	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose		5	2600000	A+Sucrose	2014-05-22	131338095	0.3724	49925	49635
649	Brain_Mid_Frontal_Gyrus		ENCSR318PRQ	ENCLB524IQB	ENCBS568MCE	AG3929	LN27272A	DS28617A		Nervous		Brain	Primary	Primary	Ectoderm	Brain_Mid_Frontal_Gyrus	Adult	78Y	M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			20	1920000	A+Sucrose	2014-06-02	163892438	0.3164	45876	45743
650	NCI_H226		ENCSR265TEK	ENCLB013BNK	ENCBS986NWY	AG3952	LN27452C	DS21975C	DS21935A	Epithelial		Pleura	Cancer	Cancer	Mesoderm	Lung mesothelioma (metastatic squamous cell carcinoma) epithelial cancer	Adult	U	M			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A			20	11120000	PBS+A	2014-06-26	355017749	0.5452	165689	165452
651	Oci_Ly_7	Lymphoid	ENCSR489NAM	ENCLB753TXB	ENCBS141AMI	AG3962	LN28035C	DS29219C	DS27687A	Hematopoietic	Lymphoid	Blood	Cancer	Cancer	Mesoderm	B-cell Non-Hodgkin lymphoma	Adult	48Y	M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			3.36	7200000	PBS+A	2014-06-23	366265521	0.5932	128302	127883
652	Trophoblast	Placental / trophoblast	ENCSR121ZSL	ENCLB873PCM	ENCBS627LRI	AG3818	LN28076A	DS30587A	DS35778S	Fetal Life Support		Placenta	Primary	Primary	Endoderm	Trophoblast	Fetal	21.5W				Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			4	720000	PBS+A	2014-08-19	666187813	0.5675	355914	354918
653	Trophoblast	Placental / trophoblast	ENCSR593LTJ	ENCLB699ZAP	ENCBS626CAG	AG3816	LN28078A	DS30582A	DS31397A	Fetal Life Support		Placenta	Primary	Primary	Endoderm	Trophoblast	Fetal	18W				Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			4.3	500000	PBS+A	2014-08-19	268406385	0.4466	224337	223832
654	Trophoblast	Placental / trophoblast	ENCSR964MZQ	ENCLB195SGC	ENCBS162CVS	AG3815	LN28110A	DS30557A	DS35787A	Fetal Life Support		Placenta	Primary	Primary	Endoderm	Trophoblast	Fetal	40.6W				Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			3	410000	Buffer A	2014-08-19	367747603	0.337	218869	218512
655	Trophoblast	Placental / trophoblast	ENCSR593LTJ	ENCLB171WJX	ENCBS994UWD	AG3817	LN28443A	DS31397A	DS30582A	Fetal Life Support		Placenta	Primary	Primary	Endoderm	Trophoblast	Fetal	17.1W				Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A			5.28	990000	Buffer A	2014-09-24	493300113	0.5416	310235	309192
656	Dendritic_cells_C51		ENCSR373BIX	ENCLB334ICF	ENCBS450MZJ	AG3990	LN28530A	DS31642A		Hematopoietic		Blood	Primary	Primary	Mesoderm	Dendritic cells	Adult				C51 G4C 05/18/12	Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A			1.62	240000	PBS+A	2014-10-08	398482739	0.5026	161361	161064
657	PC3	Cancer / epithelial	ENCSR052AWE	ENCLB670JIB	ENCBS420VDY	AG7540	LN28558C	DS25027C	DS25129C	Genitourinary		Prostate	Cancer	Cancer	Endoderm	Human prostate adenocarcinoma (grade 4)	Adult	62Y	M	Cauc		Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	min-elute		0	2730000	Buffer A	2014-06-30	553691059	0.5731	257414	257049
658	RPMI_8226		ENCSR594NOE	ENCLB123CIH	ENCBS604KZU	AG7539	LN28562C	DS22913C	DS22919	Hematopoietic	Myeloid	Blood	Cancer	Cancer	Mesoderm	Human plasmacytoma (myeloma) from peripheral blood	Adult	61Y	M			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	min-elute		0	7200000	PBS+A	2014-06-30	360602253	0.5782	146013	145536
659	neuronal	Primitive / embryonic	ENCSR963ALV	ENCLB449QVJ	ENCBS044KWE	AG4032	LN28669A	DS32096A	DS32047A	Nervous		Germ	Lines	ESC	Ectoderm	H-9 differentiated to neuronal cells	Embryonic					Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	min-elute		0	3100000		2014-10-21	419664099	0.5631	182012	181246
660	HT29		ENCSR814KRX	ENCLB540APO	ENCBS668UDT	AG7028	LN28703C	DS25113C	DS25119A	Digestive		Colon	Cancer	Cancer	Endoderm	colorectal adenocarcinoma	Adult	44Y	F			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	min-elute	80	206	18000000	PBS+A	2013-11-15	312003049	0.4837	156057	155325
661	fBrain	Neural	ENCSR507GFJ	ENCLB659FTZ	ENCBS694XIX	AG3820	LN28707C	DS23849C		Nervous		Brain	Primary	Primary	Ectoderm	fBrain	Fetal	80D	F		H25386	Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	min-elute		20	7650000	A+Sucrose	2013-05-24	321102532	0.5119	170676	169721
662	G401		ENCSR269SIA	ENCLB760QMB	ENCBS659PBH	AG3945	LN28708C	DS24147C	DS24154A	Renal		Kidney	Cancer	Cancer	Mesoderm	Adharent human kidney rhabdoid tumor	Child	3Y	M			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	min-elute		20	15100000	PBS+A	2013-07-01	274476347	0.438	88779	88106
663	neuronal		ENCSR963ALV	ENCLB057UTE	ENCBS018TPT	AG3814	LN28762A	DS32047A	DS32096A	Nervous		Germ	Lines	ESC	Ectoderm	H-9 differentiated to neuronal cells	Embryonic					Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	min-elute		1.9344	2760000	PBS+A	2014-10-24	391806263	0.3639	137001	136292
664	RuES2_cms		ENCSR842KCP	ENCLB738EDT	ENCBS445SNK	AG6209	LN28844A	DS32566A	DS37250A	Cardiovascular	Cardiac Muscle	Heart	Lines	ESC	Mesoderm	RUES2 differentiated to cardiomyocytes	Embryonic					Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	min-elute		2.6	1750000	PBS+A	2014-11-03	218981792	0.504	137422	136974
665	hepatocytes	Digestive	ENCSR364MFN	ENCLB636PSO	ENCBS520VFV	AG3813	LN29143A	DS32057A		Hepatic		Liver	Lines	ESC	Endoderm	H-9 differentiated to hepatocytes	Embryonic					Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	min-elute		too low	1090000	PBS+A	2014-11-18	437853712	0.3273	166601	165940
666	kidney_tubular	Renal / cancer	ENCSR175IWT	ENCLB108PBP	ENCBS791DAZ	AG3899	LN29654	DS27824	DS26689	Renal		Kidney	Cancer	Cancer	Mesoderm	HIM13 PCT	Adult	81Y	F		HIM13 	Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A						2015-01-12	264950502	0.393	192205	191991
667	HT29		ENCSR814KRX	ENCLB903LVF	ENCBS836FPI	AG7544	LN29816A	DS34646A	DS38587A	Digestive		Colon	Cancer	Cancer	Endoderm		Adult	44Y	F			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A			20	820000	PBS+A	2015-01-27	265384108	0.4076	119826	119208
668	LoVo		ENCSR503BEM	ENCLB644CCC	ENCBS024NHD	AG7543	LN29819A	DS34628A		Digestive		Colon	Cancer	Cancer	Endoderm	metastatic tumour in the left supraclavicular region  with adenocarcinoma of the colon	Adult	56Y	M			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A			10	2200000	PBS+A	2015-01-27	226045288	0.3762	103111	102860
669	CEC		ENCSR038XTK	ENCLB374SOK	ENCBS573VIG	AG7542	LN29827A	DS34574A	DS37513A	Digestive		Colon	Cancer	Cancer	Endoderm	human colon epithelial cells	Adult					Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A			20	1250000	PBS+A	2015-01-27	304608061	0.5158	172749	172510
670	H9_AzH_G2M	Primitive / embryonic	ENCSR943SYS	ENCLB458DKR	ENCBS417MAQ	AG3995	LN30023A	DS34890A		Embryonic		Germ	Lines	ESC	Primitive	FUCCI AzH.G2M FUCCI cells (cell cycle) H9 derived	Embryonic	53Y	M			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A				840000	PBS+A	2015-02-04	305263488	0.3779	153673	153071
671	H9_AzL_S	Primitive / embryonic	ENCSR017OZH	ENCLB542FUM	ENCBS477SFO	AG3994	LN30025A	DS34885A	DS39293A	Embryonic		Germ	Lines	ESC	Primitive	FUCCI AzL.Sphase FUCCI cells (cell cycle) H9 derived	Embryonic	53Y	M			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A				420000	PBS+A	2015-02-04	268141838	0.3153	120504	119877
672	H9_DN3_early	Primitive / embryonic	ENCSR754LIN	ENCLB139ECN	ENCBS140HIH	AG3993	LN30027A	DS34872A		Embryonic		Germ	Lines	ESC	Primitive	FUCCI cells DN.early G1 FUCC (cell cycle) H9 derived	Embryonic	53Y	M			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A				530000	PBS+A	2015-02-04	251853460	0.3489	121699	121229
673	H9_KO2_late		ENCSR964WHY	ENCLB666KBT	ENCBS853WXF	AG3992	LN30029A	DS34866A		Embryonic		Germ	Lines	ESC	Primitive	FUCCI cells KO2.late G1 FUC (ell cycle) H9 derived	Embryonic	53Y	M			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A				818000	PBS+A	2015-02-04	375861620	0.3282	102588	101986
674	Dendritic_cells_C190		ENCSR373BIX	ENCLB958JIU	ENCBS514YGQ	AG3996	LN30433A	DS35823A		Hematopoietic		Blood	Primary	Primary	Mesoderm	Dendritic cells	Adult				C190.G4C.wt	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			1	570000	PBS+A	42077	260906972	0.3138	41531	40643
675	Trophoblast	Placental / trophoblast	ENCSR964MZQ	ENCLB425LBY	ENCBS943QPE	AG3821	LN30439A	DS35787A	DS30557A	Fetal Life Support		Placenta	Primary	Primary	Endoderm	Trophoblast	Fetal	39W				Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			5	598000	Buffer A	2015-03-14	358833287	0.5397	221752	219943
676	Trophoblast	Placental / trophoblast	ENCSR809LCE	ENCLB320YRF	ENCBS576QRR	AG3849	LN30931S	DS35782S		Fetal Life Support		Placenta	Primary	Primary	Endoderm	Trophoblast	Fetal	23.6W				Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A				810000	Buffer A	2015-04-20	224023762	0.5758	167400	166959
677	786_O	Renal / cancer	ENCSR037PGI	ENCLB620NUI	ENCBS807WMR	AG3864	LN30990	DS37199	DS27192	Renal		Kidney	Cancer	Cancer	Mesoderm	Renal cell adenocarcinoma	Adult	58Y	M			Biosample protocol	Experiment protocol	SSlib-jv6		120				2015-04-22	366404463	0.3924	125541	125448
678	renal_cell_carcinoma	Renal / cancer	ENCSR337IRF	ENCLB852HRP	ENCBS592CHX	AG6998	LN31351	DS37974	DS37973	Renal		Kidney	Cancer	Cancer	Mesoderm	renal cell carcinoma	Adult	62Y	M			Biosample protocol	Experiment protocol	Jeff's ssDNA protocol (T4) CL78v8		80				2015-05-22	57945070	0.5441	96846	96702
679	renal_cell_carcinoma	Renal / cancer	ENCSR337IRF	ENCLB333SUQ	ENCBS354GLT	AG3863	LN31352	DS37973	DS37974	Renal		Kidney	Primary	Primary	Mesoderm	renal cell carcinoma	Adult				CI:HIM15 RCC p1	Biosample protocol	Experiment protocol	Jeff's ssDNA protocol (T4) CL78v8		100				2015-05-22	269778980	0.5441	205134	204786
680	kidney_tubular	Renal / cancer	ENCSR175IWT	ENCLB997AWQ	ENCBS947UTL	AG3845	LN31354	DS37971	DS37969	Renal		Kidney	Primary	Primary	Mesoderm	kidney tubular	Adult				CI:HIM15 RCC p1	Biosample protocol	Experiment protocol	Jeff's ssDNA protocol (T4) CL78v8		140				2015-05-22	353650265	0.4796	240971	240502
681	kidney_tubular		ENCSR175IWT	ENCLB626YLU	ENCBS128RXU	AG6997	LN31356	DS37969	DS37971	Renal		Kidney	Primary	Primary	Mesoderm	kidney tubular	Adult	62Y	M			Biosample protocol	Experiment protocol	Jeff's ssDNA protocol (T4) CL78v8		140				2015-05-22	53738679	0.4796	79427	79267
682	Trophoblast	Placental / trophoblast	ENCSR121ZSL	ENCLB686KFW	ENCBS478CDB	AG3848	LN31423S	DS35778S	DS30587A	Fetal Life Support		Placenta	Primary	Primary	Endoderm	Trophoblast	Fetal	21.3W				Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A				510000	Buffer A	2015-03-14	176599134	0.5038	84161	83697
683	fPlacenta	Placental / trophoblast	ENCSR575VMI	ENCLB078EIG	ENCBS545ZET	AG3862	LN31427S	DS37102S		Fetal Life Support		Placenta	Primary	Primary	Endoderm	fPlacenta	Fetal	105D	M		H26543	Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A				551000	A+Sucrose	42135	297724694	0.3354	101921	101716
684	RuES2_cms		ENCSR842KCP	ENCLB175TKC	ENCBS324GKA	AG6211	LN31456A	DS37250A	DS32566A	Cardiovascular	Cardiac Muscle	Heart	Lines	ESC	Mesoderm	h.RuES2 differentiated to cardiomyocytes	Embryonic					Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A			2	1620000	PBS+A	2015-05-18	165475790	0.3389	78450	78241
685	fRightVentricle	Cardiac	ENCSR746RDJ	ENCLB608VQR	ENCBS694BHU	AG6212	LN31482A	DS37455A		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	Right Ventricle	Fetal	101D	U		H26573	Biosample protocol	Experiment protocol	SSlib-JV5				622000	A+Sucrose	2015-05-18	241963493	0.3688	134204	133646
686	fLeftVentricle	Cardiac	ENCSR946DXB	ENCLB652THU	ENCBS931FTX	AG3861	LN31484A	DS37450A		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	heart Left Ventricle	Fetal	101D	U		H26573	Biosample protocol	Experiment protocol	SSlib-JV5				740000	A+Sucrose	2015-05-18	204804750	0.3676	93774	93495
687	fHeart	Cardiac	ENCSR749BWV	ENCLB784QGT	ENCBS996MDU	AG4018	LN31492A	DS37401A		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	fHeart_d98_F	Fetal	98D	F		H26513	Biosample protocol	Experiment protocol	SSlib-JV5				1910000	A+Sucrose	2015-05-18	148733546	0.3076	97738	97414
688	fHeart	Cardiac	ENCSR749BWV	ENCLB491BID	ENCBS320XNN	AG4019	LN31529A	DS37473A		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	Heart	Fetal	116D	F		H26583	Biosample protocol	Experiment protocol	SSlib-JV5			3	2400000	A+Sucrose	2015-06-01	218768197	0.43	141622	141121
689	fLeftAtrium	Cardiac	ENCSR412NMI	ENCLB226FNM	ENCBS982OCU	AG6213	LN31530A	DS37460A		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	Left Atrium	Fetal	101D	F		H26573	Biosample protocol	Experiment protocol	SSlib-JV5			3	529000	A+Sucrose	2015-06-01	212960129	0.3496	108967	108488
690	786_O	Renal / cancer	ENCSR037PGI	ENCLB369SCD	ENCBS413VCR	AG3844	LN31650	DS27192	DS37199	Renal		Kidney	Cancer	Cancer	Mesoderm	Renal cell adenocarcinoma	Adult	58Y	M			Biosample protocol	Experiment protocol							2015-06-19	217929608	0.3286	122687	122580
691	kidney_tubular	Renal / cancer	ENCSR175IWT	ENCLB888MCL	ENCBS546UCS	AG3898	LN31651	DS26689	DS27824	Renal		Kidney	Primary	Primary	Mesoderm	kidney tubular cells	Adult	81Y	F		HIM13 	Biosample protocol	Experiment protocol							2015-06-19	239089105	0.393	221085	220771
692	fLeftVentricle	Cardiac	ENCSR501FWC	ENCLB699DLF	ENCBS936JZF	AG3860	LN31860S	DS37292S		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	h.f.heart.Left.Ventricle	Fetal	136D	F		H26564	Biosample protocol	Experiment protocol	SSlib-JV5			1.9	2320000	A+Sucrose	2015-07-01	203158085	0.3587	134029	133445
693	SW_480		ENCSR217SET	ENCLB699TII	ENCBS421AQW	AG3987	LN32257A	DS37546A	DS38592A	Digestive		Colon	Cancer	Cancer	Endoderm	Human colon adenocarcinoma	Adult	50Y	M			Biosample protocol	Experiment protocol	SSlib-JV7				990000	PBS+A	42185	234575170	0.3154	103374	102963
694	CEC		ENCSR038XTK	ENCLB093AAI	ENCBS654NDM	AG3989	LN32260A	DS37513A	DS34574A	Digestive		Colon	Cancer	Cancer	Endoderm	human colon epithelial cells	Adult					Biosample protocol	Experiment protocol	SSlib-JV7				1040000	PBS+A	2015-06-30	258895967	0.5775	169628	169364
695	glomeruli	Renal / cancer	ENCSR136KEL	ENCLB400KJC	ENCBS360AGM	AG3852	LN32272	DS39386		Renal		Kidney	Primary	Primary	Mesoderm	Kidney Glomeruli	Adult	62Y	M			Biosample protocol	Experiment protocol	SSlib-JV8		80				2015-07-28	325270186	0.3501	195799	195247
696	SW_480		ENCSR217SET	ENCLB090JSJ	ENCBS211HGL	AG3986	LN32479A	DS38592A	DS37546A	Digestive		Colon	Cancer	Cancer	Endoderm	Human colon adenocarcinoma	Adult	50Y	M			Biosample protocol	Experiment protocol	SSlib-JV7Q			1.01	2220000	PBS+A	2015-07-28	202574104	0.3862	147393	147032
697	HT29	Digestive	ENCSR814KRX	ENCLB728WAE	ENCBS814TLB	AG3985	LN32481A	DS38587A	DS34646A	Digestive		Colon	Cancer	Cancer	Endoderm	colorectal adenocarcinoma	Adult	44Y	F			Biosample protocol	Experiment protocol	SSlib-JV7Q			1	2600000	PBS+A	2015-07-28	238144762	0.4953	196932	196179
698	fPlacenta	Placental / trophoblast	ENCSR499IFY	ENCLB356SYJ	ENCBS138QHR	AG4020	LN32934A	DS38790A		Fetal Life Support		Placenta	Primary	Primary	Endoderm	Placenta	Fetal	53D	U		H26672	Biosample protocol	Experiment protocol	SSlib-JV7Q				1224000	A+Sucrose	2015-07-31	301200438	0.3336	132591	132159
699	H9_AzL_S	Primitive / embryonic	ENCSR017OZH	ENCLB094YXR	ENCBS616QKE	AG4006	LN33151A	DS39293A	DS34885A	Embryonic		Germ	Lines	ESC	Primitive	FUCCI AzL.Sphase FUCCI cells (cell cycle) H9 derived	Embryonic	53Y	M			Biosample protocol	Experiment protocol	SSlib-JV7Q				700000	Buffer A	42237	176764370	0.3028	113928	113531
700	HAP1		ENCSR620QNS	ENCLB760TOD	ENCBS912MMS	AG4031	LN33179A	DS39509A	DS39502A	Hematopoietic	Myeloid	Blood	Cancer	Cancer	Mesoderm	haploid Parental - near-haploid cell line derived from the KBM-7 cell line	Adult	40Y	M			Biosample protocol	Experiment protocol	SSlib-JV7Q			5.25	2700000	Buffer A	2015-08-21	265405265	0.3404	121367	120809
701	HAP1		ENCSR620QNS	ENCLB949CJA	ENCBS217AEF	AG4030	LN33181A	DS39502A	DS39509A	Hematopoietic	Myeloid	Blood	Cancer	Cancer	Mesoderm	haploid Parental - near-haploid cell line derived from the KBM-7 cell line	Adult	40Y	M			Biosample protocol	Experiment protocol	SSlib-JV7Q			4.98	2700000	Buffer A	42237	255580015	0.322	118035	117465
702	RKO		ENCSR429RHR	ENCLB741CNW	ENCBS740UAH	AG4033	LN33421	DS40362	DS44414	Digestive		Colon	Cancer	Cancer	Endoderm	colon cell carcinoma	Adult					Biosample protocol	Experiment protocol	Jeff's ssDNA protocol (T4)	Sucrose	60		10000000		2015-09-28	206244928	0.3171	115661	115389
703	fHeartFibroblasts		ENCSR856NXV	ENCLB584PEG	ENCBS385GBH	AG6217	LN34648A	DS39481A		Connective		Heart	Primary	Primary	Mesoderm	heart fibroblasts	Fetal	94D	F			Biosample protocol	Experiment protocol	SSlib-JV7Q			3.336	900000	PBS+A	2016-01-06	199930072	0.555	200548	200221
704	RKO		ENCSR429RHR	ENCLB307RIV	ENCBS954LTA	AG4034	LN35453	DS44414	DS40362	Digestive		Colon	Cancer	Cancer	Endoderm	colon cell carcinoma	Adult					Biosample protocol	Experiment protocol	Jeff's ssDNA protocol (T4)		60		200000		2016-03-07	253965382	0.3997	143657	143366
705	fLeftVentricle	Cardiac	ENCSR946DXB	ENCLB231DPY	ENCBS743EKM	AG6219	LN35747A	DS44708A		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	Heart Left Ventricle	Fetal	103D	F		H26856	Biosample protocol	Experiment protocol	SSlib-JV7Q			1.9515	2760000	A+Sucrose	2016-04-01	191669306	0.3734	130087	129365
706	HepG2		ENCSR000ENP	ENCLB481ZZZ	ENCBS444QIJ	AG5637	LN37566	DS7768	DS7764	Hepatic		Liver	Cancer	Cancer	Endoderm	hepatocellular carcinoma	Child	15Y	M			Biosample protocol	Experiment protocol								19657485	0.5608	34030	33794
707	GM06990		ENCSR000EMQ	ENCLB436ZZZ	ENCBS414HDG	AG9164	LN38595	DS7784	DS7748	Hematopoietic	Lymphoid	Blood	Lines	Immortalized	Mesoderm	Lymphoblastoid	Adult	41Y	F			Biosample protocol	Experiment protocol								16631134	0.4982	28420	28198
708	hTH2		ENCSR000EQG	ENCLB599ZZZ	ENCBS152AAA	AG9165	LN38596	DS7842		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	T2 helper	Adult	25Y?	F?		Wilson01	Biosample protocol	Experiment protocol								16364285	0.5453	29762	29458
